a,b,m,n
47,49,24,26
47,49,26,28
47,49,28,30
47,49,30,32
47,49,32,34
47,49,34,36
64,66,16,18
64,66,18,20
64,66,20,22
64,66,22,24
64,66,24,26
64,66,26,28
64,66,28,30
64,66,30,32
64,66,32,34
64,66,34,36
67,69,16,18
67,69,18,20
67,69,20,22
67,69,22,24
67,69,24,26
67,69,26,28
67,69,28,30
67,69,30,32
67,69,32,34
67,69,34,36
25,27,17,19
25,27,19,21
25,27,21,23
28,30,17,19
28,30,19,21
28,30,21,23
28,30,23,25
28,30,25,27
28,30,27,29
45,47,17,19
45,47,19,21
45,47,21,23
45,47,23,25
45,47,25,27
45,47,27,29
45,47,29,31
45,47,31,33
45,47,33,35
45,47,35,37
48,50,17,19
48,50,19,21
48,50,21,23
48,50,23,25
48,50,25,27
48,50,27,29
48,50,29,31
48,50,31,33
48,50,33,35
48,50,35,37
65,67,17,19
65,67,19,21
65,67,21,23
65,67,23,25
65,67,25,27
65,67,27,29
65,67,29,31
65,67,31,33
65,67,33,35
65,67,35,37
68,70,17,19
68,70,19,21
68,70,21,23
68,70,23,25
68,70,25,27
68,70,27,29
68,70,29,31
68,70,31,33
68,70,33,35
68,70,35,37
26,28,18,20
26,28,20,22
26,28,22,24
29,31,18,20
29,31,20,22
29,31,22,24
29,31,24,26
29,31,26,28
29,31,28,30
46,48,18,20
46,48,20,22
46,48,22,24
46,48,24,26
46,48,26,28
46,48,28,30
46,48,30,32
46,48,32,34
46,48,34,36
49,51,18,20
49,51,20,22
49,51,22,24
49,51,24,26
49,51,26,28
49,51,28,30
49,51,30,32
49,51,32,34
49,51,34,36
49,51,36,38
66,68,18,20
66,68,20,22
66,68,22,24
66,68,24,26
66,68,26,28
66,68,28,30
66,68,30,32
66,68,32,34
66,68,34,36
66,68,36,38
69,71,18,20
69,71,20,22
69,71,22,24
69,71,24,26
69,71,26,28
69,71,28,30
69,71,30,32
69,71,32,34
69,71,34,36
69,71,36,38
27,29,19,21
27,29,21,23
27,29,23,25
30,32,19,21
30,32,21,23
30,32,23,25
30,32,25,27
30,32,27,29
30,32,29,31
47,49,19,21
47,49,21,23
47,49,23,25
47,49,25,27
47,49,27,29
47,49,29,31
47,49,31,33
47,49,33,35
47,49,37,39
50,52,19,21
50,52,21,23
50,52,23,25
50,52,25,27
50,52,27,29
50,52,29,31
50,52,31,33
50,52,33,35
50,52,35,37
50,52,37,39
67,69,19,21
67,69,21,23
67,69,23,25
67,69,25,27
67,69,27,29
67,69,29,31
67,69,31,33
67,69,33,35
67,69,35,37
67,69,37,39
70,72,19,21
70,72,21,23
70,72,23,25
70,72,25,27
70,72,27,29
70,72,29,31
70,72,31,33
70,72,33,35
70,72,35,37
70,72,37,39
28,30,20,22
28,30,22,24
28,30,24,26
31,33,20,22
31,33,22,24
31,33,24,26
31,33,26,28
31,33,28,30
31,33,30,32
48,50,20,22
48,50,22,24
48,50,24,26
48,50,26,28
48,50,28,30
48,50,30,32
48,50,32,34
48,50,34,36
48,50,38,40
51,53,20,22
51,53,22,24
51,53,24,26
51,53,26,28
51,53,28,30
51,53,30,32
51,53,32,34
51,53,34,36
51,53,36,38
51,53,38,40
68,70,20,22
68,70,22,24
68,70,24,26
68,70,26,28
68,70,28,30
68,70,30,32
68,70,32,34
68,70,34,36
68,70,36,38
68,70,38,40
71,1,20,22
71,1,22,24
71,1,24,26
71,1,26,28
71,1,28,30
71,1,30,32
71,1,32,34
71,1,34,36
71,1,36,38
71,1,38,40
29,31,21,23
29,31,23,25
29,31,25,27
32,34,21,23
32,34,23,25
32,34,25,27
32,34,27,29
32,34,29,31
32,34,31,33
49,51,21,23
49,51,23,25
49,51,25,27
49,51,27,29
49,51,29,31
49,51,33,35
49,51,35,37
52,54,21,23
52,54,23,25
52,54,25,27
52,54,27,29
52,54,29,31
52,54,31,33
52,54,33,35
52,54,35,37
52,54,37,39
52,54,39,41
69,71,21,23
69,71,23,25
69,71,25,27
69,71,27,29
69,71,29,31
69,71,31,33
69,71,33,35
69,71,35,37
69,71,37,39
69,71,39,41
72,2,21,23
72,2,23,25
72,2,25,27
72,2,27,29
72,2,29,31
72,2,31,33
72,2,33,35
72,2,35,37
72,2,37,39
72,2,39,41
30,32,22,24
30,32,24,26
30,32,26,28
33,35,28,30
33,35,30,32
50,52,22,24
50,52,24,26
50,52,26,28
50,52,28,30
50,52,30,32
50,52,32,34
50,52,34,36
50,52,36,38
50,52,38,40
53,55,22,24
53,55,24,26
53,55,26,28
53,55,28,30
53,55,30,32
53,55,32,34
53,55,34,36
53,55,36,38
53,55,38,40
53,55,40,42
70,72,22,24
70,72,24,26
70,72,26,28
70,72,28,30
70,72,30,32
70,72,32,34
70,72,34,36
70,72,36,38
70,72,38,40
70,72,40,42
31,33,23,25
31,33,25,27
34,36,23,25
34,36,25,27
34,36,29,31
34,36,31,33
34,36,33,35
51,53,23,25
51,53,25,27
51,53,27,29
51,53,29,31
51,53,31,33
51,53,33,35
51,53,35,37
51,53,37,39
54,56,23,25
54,56,25,27
54,56,27,29
54,56,29,31
54,56,31,33
54,56,33,35
54,56,35,37
54,56,37,39
54,56,39,41
54,56,41,43
71,1,23,25
71,1,25,27
71,1,27,29
71,1,29,31
71,1,31,33
71,1,33,35
71,1,35,37
71,1,37,39
71,1,39,41
71,1,41,43
32,34,24,26
35,37,24,26
35,37,28,30
35,37,30,32
35,37,32,34
35,37,34,36
52,54,24,26
52,54,26,28
52,54,28,30
52,54,30,32
52,54,32,34
52,54,34,36
52,54,36,38
52,54,38,40
52,54,40,42
55,57,24,26
55,57,26,28
55,57,28,30
55,57,30,32
55,57,32,34
55,57,34,36
55,57,36,38
55,57,38,40
55,57,40,42
55,57,42,44
72,2,26,28
72,2,28,30
72,2,30,32
72,2,32,34
72,2,34,36
72,2,36,38
72,2,38,40
72,2,40,42
72,2,42,44
33,35,25,27
33,35,27,29
33,35,29,31
36,38,25,27
36,38,27,29
36,38,29,31
36,38,31,33
36,38,33,35
36,38,35,37
53,55,25,27
53,55,27,29
53,55,29,31
53,55,31,33
53,55,35,37
53,55,37,39
53,55,41,43
56,58,25,27
56,58,27,29
56,58,29,31
56,58,31,33
56,58,33,35
56,58,35,37
56,58,37,39
56,58,39,41
56,58,41,43
56,58,43,45
34,36,30,32
37,39,26,28
37,39,30,32
37,39,32,34
37,39,34,36
37,39,36,38
54,56,26,28
54,56,28,30
54,56,30,32
54,56,32,34
54,56,36,38
54,56,38,40
54,56,40,42
54,56,42,44
54,56,44,46
57,59,26,28
57,59,28,30
57,59,30,32
57,59,32,34
57,59,34,36
57,59,36,38
57,59,38,40
57,59,40,42
57,59,42,44
57,59,44,46
35,37,27,29
35,37,31,33
38,40,27,29
38,40,33,35
38,40,35,37
38,40,37,39
55,57,27,29
55,57,29,31
55,57,31,33
55,57,33,35
55,57,35,37
55,57,37,39
55,57,39,41
55,57,41,43
55,57,43,45
55,57,45,47
58,60,27,29
58,60,29,31
58,60,31,33
58,60,33,35
58,60,35,37
58,60,37,39
58,60,39,41
58,60,41,43
58,60,43,45
58,60,45,47
36,38,28,30
36,38,30,32
36,38,32,34
39,41,28,30
39,41,30,32
39,41,32,34
39,41,34,36
39,41,36,38
39,41,38,40
56,58,28,30
56,58,30,32
56,58,32,34
56,58,34,36
56,58,36,38
56,58,38,40
56,58,40,42
56,58,42,44
56,58,46,48
59,61,28,30
59,61,30,32
59,61,32,34
59,61,34,36
59,61,36,38
59,61,38,40
59,61,40,42
59,61,42,44
59,61,44,46
59,61,46,48
37,39,29,31
37,39,31,33
37,39,33,35
40,42,29,31
40,42,31,33
40,42,33,35
40,42,35,37
40,42,37,39
40,42,39,41
57,59,29,31
57,59,31,33
57,59,33,35
57,59,35,37
57,59,37,39
57,59,41,43
57,59,43,45
57,59,45,47
60,62,29,31
60,62,31,33
60,62,33,35
60,62,35,37
60,62,37,39
60,62,39,41
60,62,41,43
60,62,43,45
60,62,45,47
60,62,47,49
38,40,30,32
38,40,32,34
38,40,34,36
41,43,32,34
41,43,34,36
41,43,36,38
41,43,38,40
41,43,40,42
58,60,30,32
58,60,32,34
58,60,34,36
58,60,36,38
58,60,38,40
58,60,42,44
58,60,44,46
58,60,46,48
61,63,30,32
61,63,32,34
61,63,34,36
61,63,36,38
61,63,38,40
61,63,40,42
61,63,42,44
61,63,44,46
61,63,46,48
61,63,48,50
39,41,31,33
42,44,31,33
42,44,35,37
42,44,37,39
42,44,39,41
42,44,41,43
59,61,31,33
59,61,33,35
59,61,35,37
59,61,37,39
59,61,39,41
59,61,41,43
59,61,43,45
59,61,45,47
59,61,49,51
62,64,31,33
62,64,33,35
62,64,35,37
62,64,37,39
62,64,39,41
62,64,41,43
62,64,43,45
62,64,45,47
62,64,47,49
62,64,49,51
40,42,32,34
43,45,32,34
43,45,34,36
43,45,36,38
43,45,38,40
43,45,40,42
43,45,42,44
60,62,32,34
60,62,34,36
60,62,36,38
60,62,38,40
60,62,40,42
60,62,42,44
60,62,44,46
60,62,46,48
60,62,50,52
63,65,32,34
63,65,34,36
63,65,36,38
63,65,38,40
63,65,40,42
63,65,42,44
63,65,44,46
63,65,46,48
63,65,48,50
63,65,50,52
41,43,33,35
41,43,37,39
44,46,33,35
44,46,35,37
44,46,37,39
44,46,39,41
44,46,41,43
44,46,43,45
61,63,33,35
61,63,35,37
61,63,37,39
61,63,39,41
61,63,41,43
61,63,43,45
61,63,45,47
61,63,47,49
61,63,49,51
64,66,33,35
64,66,35,37
64,66,37,39
64,66,39,41
64,66,41,43
64,66,43,45
64,66,45,47
64,66,47,49
64,66,49,51
64,66,51,53
42,44,34,36
42,44,38,40
45,47,34,36
45,47,38,40
45,47,40,42
45,47,42,44
45,47,44,46
62,64,34,36
62,64,36,38
62,64,38,40
62,64,40,42
62,64,44,46
62,64,46,48
62,64,48,50
62,64,50,52
62,64,52,54
65,67,34,36
65,67,36,38
65,67,38,40
65,67,40,42
65,67,42,44
65,67,44,46
65,67,46,48
65,67,48,50
65,67,50,52
65,67,52,54
43,45,35,37
43,45,37,39
43,45,39,41
46,48,35,37
46,48,37,39
46,48,39,41
46,48,41,43
46,48,43,45
46,48,45,47
63,65,35,37
63,65,37,39
63,65,39,41
63,65,41,43
63,65,45,47
63,65,47,49
63,65,53,55
66,68,35,37
66,68,37,39
66,68,39,41
66,68,41,43
66,68,43,45
66,68,45,47
66,68,47,49
66,68,49,51
66,68,51,53
66,68,53,55
44,46,38,40
44,46,40,42
47,49,36,38
47,49,38,40
47,49,40,42
47,49,42,44
47,49,44,46
47,49,46,48
64,66,36,38
64,66,38,40
64,66,40,42
64,66,42,44
64,66,46,48
64,66,48,50
64,66,54,56
67,69,36,38
67,69,38,40
67,69,40,42
67,69,42,44
67,69,44,46
67,69,46,48
67,69,48,50
67,69,50,52
67,69,52,54
67,69,54,56
45,47,37,39
45,47,39,41
45,47,41,43
48,50,37,39
48,50,39,41
48,50,41,43
48,50,43,45
48,50,45,47
48,50,47,49
65,67,37,39
65,67,39,41
65,67,41,43
65,67,43,45
65,67,45,47
65,67,49,51
65,67,51,53
65,67,53,55
68,70,37,39
68,70,39,41
68,70,41,43
68,70,43,45
68,70,45,47
68,70,47,49
68,70,49,51
68,70,51,53
68,70,53,55
68,70,55,57
46,48,38,40
46,48,40,42
46,48,42,44
49,51,38,40
49,51,40,42
49,51,44,46
49,51,46,48
66,68,38,40
66,68,40,42
66,68,42,44
66,68,44,46
66,68,46,48
66,68,50,52
66,68,52,54
69,71,38,40
69,71,40,42
69,71,42,44
69,71,44,46
69,71,46,48
69,71,48,50
69,71,50,52
69,71,52,54
69,71,54,56
47,49,39,41
47,49,43,45
50,52,39,41
50,52,43,45
50,52,45,47
50,52,49,51
67,69,39,41
67,69,41,43
67,69,43,45
67,69,45,47
67,69,47,49
67,69,49,51
67,69,51,53
67,69,53,55
70,72,39,41
70,72,41,43
70,72,43,45
70,72,45,47
70,72,47,49
70,72,53,55
70,72,55,57
70,72,57,59
48,50,40,42
51,53,40,42
51,53,42,44
51,53,44,46
51,53,46,48
51,53,48,50
68,70,40,42
68,70,42,44
68,70,44,46
68,70,46,48
68,70,48,50
68,70,50,52
68,70,52,54
68,70,54,56
71,1,40,42
71,1,42,44
71,1,44,46
71,1,46,48
71,1,48,50
71,1,50,52
71,1,52,54
71,1,54,56
71,1,56,58
71,1,58,60
49,51,41,43
49,51,45,47
52,54,41,43
52,54,43,45
52,54,45,47
52,54,47,49
52,54,49,51
52,54,51,53
69,71,41,43
69,71,43,45
69,71,45,47
69,71,47,49
69,71,49,51
69,71,51,53
69,71,53,55
69,71,55,57
69,71,57,59
72,2,41,43
72,2,43,45
72,2,45,47
72,2,47,49
72,2,49,51
72,2,51,53
72,2,53,55
72,2,55,57
72,2,57,59
72,2,59,61
50,52,42,44
50,52,46,48
53,55,42,44
53,55,46,48
53,55,48,50
53,55,50,52
53,55,52,54
70,72,42,44
70,72,44,46
70,72,46,48
70,72,48,50
70,72,52,54
70,72,54,56
70,72,56,58
70,72,58,60
51,53,43,45
51,53,45,47
51,53,47,49
54,56,43,45
54,56,45,47
54,56,47,49
54,56,49,51
54,56,51,53
71,1,43,45
71,1,45,47
71,1,47,49
71,1,49,51
71,1,51,53
71,1,53,55
71,1,55,57
71,1,57,59
71,1,59,61
52,54,44,46
52,54,48,50
55,57,44,46
55,57,46,48
55,57,52,54
72,2,44,46
72,2,46,48
72,2,48,50
72,2,50,52
72,2,52,54
72,2,54,56
72,2,56,58
72,2,58,60
72,2,62,64
53,55,45,47
53,55,47,49
53,55,49,51
56,58,45,47
56,58,47,49
56,58,49,51
56,58,51,53
56,58,53,55
56,58,55,57
54,56,46,48
54,56,48,50
54,56,50,52
57,59,46,48
57,59,48,50
57,59,50,52
57,59,52,54
57,59,54,56
55,57,47,49
58,60,47,49
58,60,53,55
58,60,57,59
56,58,48,50
59,61,48,50
59,61,52,54
59,61,54,56
59,61,56,58
57,59,49,51
57,59,53,55
60,62,49,51
60,62,51,53
60,62,55,57
60,62,57,59
60,62,59,61
58,60,50,52
58,60,54,56
61,63,50,52
61,63,52,54
61,63,54,56
61,63,58,60
61,63,60,62
59,61,51,53
59,61,53,55
59,61,55,57
62,64,51,53
62,64,53,55
62,64,57,59
62,64,59,61
60,62,52,54
60,62,56,58
63,65,52,54
63,65,56,58
63,65,60,62
61,63,53,55
61,63,55,57
61,63,57,59
64,66,55,57
64,66,59,61
64,66,61,63
62,64,54,56
62,64,56,58
62,64,58,60
65,67,54,56
65,67,56,58
65,67,58,60
65,67,60,62
65,67,62,64
63,65,55,57
66,68,55,57
66,68,61,63
64,66,56,58
67,69,56,58
67,69,60,62
67,69,62,64
67,69,64,66
67,69,66,68
65,67,57,59
65,67,61,63
68,70,57,59
68,70,59,61
68,70,63,65
68,70,65,67
68,70,67,69
66,68,58,60
66,68,60,62
66,68,62,64
69,71,58,60
69,71,64,66
69,71,66,68
67,69,59,61
70,72,59,61
70,72,61,63
70,72,63,65
70,72,65,67
70,72,67,69
68,70,60,62
68,70,64,66
71,1,60,62
71,1,62,64
71,1,64,66
71,1,68,70
71,1,70,72
69,71,61,63
69,71,63,65
69,71,65,67
72,2,61,63
72,2,65,67
72,2,67,69
72,2,69,71
72,2,71,1
70,72,62,64
70,72,64,66
70,72,66,68
71,1,63,65
71,1,65,67
72,2,64,66
72,2,66,68
