Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
,Mixed / non conventional,6,8,46,48,-1797435.88,0.17,0.0,58.26,48.825,1.362,35.848017621145374,,,-50139.81875129532,-1797413.10611747,384,-0.022007312803699913,-0.7803320316257256,35.45785160533251,0.0,-0.78045
,Mixed / non conventional,6,8,48,50,4204911.5,0.16,0.0,110.38,-98.646,1.362,-72.42731277533039,,,-58056.632238336875,4204885.861808355,385,-0.015849505798372313,-1.1389115214118988,-71.85785701462444,0.0,-0.87911
,Mixed / non conventional,6,8,47,49,3070352.75,0.04,0.0,-355.66,-354.539,6.236,-56.85359204618345,,,-54001.6215207197,3070186.1597713986,386,-0.017921944487710832,-1.0098774368969288,-56.348653327734986,0.0,-0.63761
,Mixed / non conventional,6,8,51,53,-1243466.0,0.15,0.0,-283.2,50.109,2.878,17.411049339819318,,,-71428.03597018299,-1243637.058523245,388,-0.0314817068690337,-0.5396352324956588,17.141231723571487,0.0,-0.8924
,Mixed / non conventional,6,8,53,55,-2029402.88,0.13,0.0,259.21,71.77,2.878,24.937456567060455,,,-81394.73866369428,-2029777.7602131125,389,-0.029761374111258582,-0.731290863784924,24.57181113516799,0.0,-0.88887
,Mixed / non conventional,6,8,55,57,4038435.75,0.0,0.0,-218.81,-273.509,6.248,-43.77544814340589,,,-92247.37048551715,4038169.983054307,390,-0.033731797531011465,-1.4521330250088127,-43.04938163090148,0.0,-0.88601
,Mixed / non conventional,6,8,59,61,-1512612.0,0.17,0.0,-25.13,50.589,3.905,12.954929577464789,,,-116761.21796148103,-1512633.3560700035,392,-0.0436022275234178,-0.5528118724660196,12.678523641231779,0.0,-0.92503
,Mixed / non conventional,6,8,61,63,-2272491.25,0.17,0.0,27.23,68.006,3.905,17.415108834827144,,,-130497.83183930282,-2272633.9441904295,393,-0.038866762056564766,-0.6639657910648964,17.083125939294696,0.0,-1.05778
,Mixed / non conventional,6,8,63,65,4792498.5,0.07,0.0,9.36,-206.398,6.256,-32.99200767263427,,,-145271.17129280564,4792787.597904812,394,-0.0400297709439299,-1.2947482717419874,-32.34463353676328,0.0,-0.94455
,Mixed / non conventional,6,8,50,52,-772636.56,0.15,0.0,-5.72,50.78,4.388,11.572470373746581,,,-66765.12707409254,-772637.4550643617,396,-0.04911288074792076,-0.5547350395037416,11.29510285399471,0.0,-0.74739
,Mixed / non conventional,6,8,52,54,-1578064.25,0.16,0.0,-12.84,90.752,4.388,20.681859617137647,,,-76303.00237038826,-1578087.9833904912,397,-0.033478521194681234,-0.6809986614768633,20.341360286399215,0.0,-0.16356
,Mixed / non conventional,6,8,54,56,-2102085.75,0.32,0.0,112.64,49.849,2.056,24.24562256809338,,,-86707.95723907575,-2102288.404869011,398,-0.02588230442682726,-0.6195153419861583,23.935864897100302,0.0,-0.95804
,Mixed / non conventional,6,8,56,58,5103425.5,0.3,0.0,-119.05,-107.064,2.056,-52.07392996108949,,,-98017.69079200295,5104166.365250488,399,-0.022094267811725608,-1.1379641126369862,-51.504947904771,0.0,-0.82996
,Mixed / non conventional,6,8,58,60,-1120599.75,0.03,0.0,-141.11,50.701,4.989,10.162557626778915,,,-110269.90214100706,-1120624.2350072558,400,-0.046867661287891244,-0.465389451090223,9.929862901233804,0.0,-0.9154
,Mixed / non conventional,6,8,60,62,-1941629.5,0.04,0.0,258.46,78.44,4.989,15.722589697334135,,,-123502.29039791677,-1941775.8386074547,401,-0.03795958697863668,-0.5857064241692722,15.4297364852495,0.0,-1.14935
,Mixed / non conventional,6,8,62,64,-2199004.75,0.35,0.0,17.98,50.399,3.157,15.964206525182135,,,-137752.55467460307,-2199110.2321968074,402,-0.03919153824125534,-0.6136371192110666,15.657387965576602,0.0,-0.91957
,Mixed / non conventional,6,8,64,66,5906831.5,0.35,0.0,-98.07,-121.849,3.157,-38.59645232815964,,,-153058.3940828975,5907511.010645225,403,-0.03771223261279654,-1.428620160327469,-37.88214224799591,0.0,-0.98774
,Mixed / non conventional,6,8,68,70,-2265583.0,0.06,0.0,74.13,72.771,6.006,12.116383616383617,,,-186987.59474166078,-2265613.429394838,405,-0.04626079233509803,-0.5478417105282798,11.842462761119478,0.0,-0.89405
,Mixed / non conventional,6,8,67,69,-1884056.88,0.12,0.0,-60.73,50.856,4.807,10.579571458289994,,,-178078.8233742606,-1883997.6370961925,406,-0.04977136226867235,-0.5137740661134664,10.32268442523326,0.0,-0.94185
,Mixed / non conventional,6,8,69,71,-2282469.5,0.13,0.0,-842.49,55.916,4.807,11.63220303723736,,,-196188.53422584434,-2282104.8636930124,407,-0.04551966029263359,-0.5177109181480422,11.37334757816334,0.0,-1.0234
,Mixed / non conventional,6,8,71,1,8619.15,0.1,0.0,478.62,-126.799,1.604,-79.05174563591022,,,-109.02391454618812,8618.530760936475,408,0.014575079875967562,1.1606437446207565,-79.6320675082206,0.0,-0.00223
,Mixed / non conventional,6,8,1,3,2544.19,0.09,0.0,46.2,-49.482,1.604,-30.849127182044885,,,-82.46680715673212,2544.0290222751983,-3,0.005701703945901079,0.1753925719217655,-30.761430896084,0.0,
,Mixed / non conventional,6,8,3,5,2415.9,1.65,0.0,-42.26,-40.572,0.198,-204.9090909090909,,,-11.780972450961722,2414.0283549516107,-140,0.00684920390177401,1.3986742424242493,-204.20975378787878,0.0,
,Mixed / non conventional,6,8,5,7,4560.44,1.41,0.0,253.81,95.734,0.198,483.50505050505046,,,9.424777960769378,4556.927743920684,-277,-0.011006523742364889,-5.351158645276371,486.1806298276887,0.0,
,Mixed / non conventional,6,8,70,72,-1929842.88,0.04,0.0,-443.6,50.554,5.388,9.382702301410543,,,-205686.35421583112,-1929893.8290696228,412,-0.020327217715743265,-0.1888052893317127,9.288299656744687,0.0,-1.1658
,Mixed / non conventional,6,8,72,2,6964.24,0.03,0.0,-5.45,-500.514,5.388,-92.89420935412026,,,-74.97224502126149,6964.487424753465,413,0.02921441737214959,2.754079619263763,-94.27124916375215,0.0,-0.23892
,Mixed / non conventional,6,8,2,4,2710.38,0.17,0.0,22.5,-46.924,0.653,-71.85911179173047,,,-37.699111843077524,2709.024692380658,-80,0.0010941383139973057,0.07858081827913566,-71.8198213825909,0.0,
,Mixed / non conventional,7,9,8,10,11292.36,2.27,0.0,-199.78,170.916,0.143,1195.2167832167834,,,9.424777960769378,11264.652796803211,415,-0.002635085809768132,-3.145354645354928,1193.644105894106,0.0,-1.13477
,Mixed / non conventional,7,9,10,12,4515.29,2.13,0.0,167.36,-54.673,0.143,-382.32867132867136,,,-11.780972450961722,4504.203544135876,416,-0.013913555092181597,-5.28279976903832,-379.6872714441522,0.0,0.22769
,Mixed / non conventional,7,9,20,22,360106.91,0.83,0.0,13.88,-62.997,0.295,-213.5491525423729,,,-1684.6790604875298,359761.78567299293,421,0.007301589352163002,1.5649615717412075,-214.3316333282435,0.0,-0.86846
,Mixed / non conventional,7,9,22,24,372087.06,0.9,0.0,-162.21,-42.119,0.295,-142.77627118644068,,,-2603.594911662535,371731.5731671672,422,-0.0459155224071477,-6.408521766487098,-139.57201030319715,0.0,0.90832
,Mixed / non conventional,7,9,24,26,-2047826.63,0.85,0.0,263.11,131.167,0.244,537.5696721311475,,,-3805.254101660642,-2045589.1998054155,423,0.035244063213253754,19.28599797194522,547.2126711171202,0.0,-0.7908
,Mixed / non conventional,7,9,26,28,899137.19,0.85,0.0,-21.77,-41.137,0.244,-168.59426229508196,,,-5327.355742324881,898161.6113607321,424,0.03370298857018298,5.7795241126850385,-171.48402435142447,0.0,-0.43366
,Mixed / non conventional,7,9,13,15,55306.99,0.75,0.0,21.46,-53.071,0.145,-366.00689655172414,,,-150.79644737231,55192.539713764585,426,0.00450020768636385,1.6508215690812449,-366.83230733626476,0.0,-1.17062
,Mixed / non conventional,7,9,15,17,-353827.16,0.84,0.0,-218.79,136.537,0.145,941.6344827586208,,,-376.99111843077526,-354987.83680815704,427,0.03934410148597908,37.791192917055014,960.5300792171483,0.0,-1.14366
,Mixed / non conventional,7,9,19,21,323801.78,0.38,0.0,-51.16,-51.136,0.208,-245.84615384615387,,,-1319.46891450771,324386.3577512801,429,-0.02890646092013572,-7.005293122578564,-242.3435072848646,0.0,-0.6738
,Mixed / non conventional,7,9,21,23,408304.0,0.43,0.0,211.48,-40.301,0.208,-193.7548076923077,,,-2111.150263212339,409045.5132582715,430,-0.01811654497809884,-3.4786570646926407,-192.0154791599614,0.0,-0.41352
,Mixed / non conventional,7,9,23,25,-1797098.88,1.39,0.0,-136.16,138.098,0.243,568.3045267489713,,,-3166.7253948185225,-1799664.3768462897,431,0.02180557619686227,12.528806584361973,574.5689300411523,0.0,-0.8753
,Mixed / non conventional,7,9,25,27,768116.75,1.41,0.0,190.26,-41.318,0.243,-170.03292181069958,,,-4523.893421169273,769210.8163616132,432,-0.012011177611315784,-2.0301036558493877,-169.01786998277487,0.0,-0.74393
,Mixed / non conventional,7,9,27,29,1092206.38,0.22,0.0,-136.03,-51.486,0.293,-175.72013651877134,,,-6220.353454107836,1093041.3581508398,433,-0.010920410562896207,-1.9085151504489488,-174.76587894354685,0.0,-0.85243
,Mixed / non conventional,7,9,29,31,1203745.5,0.07,0.0,58.65,-42.558,0.293,-145.2491467576792,,,-8293.804605477077,1204668.0423204554,434,-0.01893155310530832,-2.7240070928747286,-143.88714321124183,0.0,-0.74953
,Mixed / non conventional,7,9,28,30,1201593.38,0.11,0.0,-57.85,-82.311,0.494,-166.62145748987857,,,-7207.598945498374,1200940.6413014508,435,0.018420657079626753,3.0978085651672984,-168.17036177246223,0.0,-0.81063
,Mixed / non conventional,7,9,30,32,869671.69,0.09,0.0,-5.12,-45.276,0.494,-91.65182186234819,,,-9483.682823024179,869196.8086948234,436,-0.03669286198830843,-3.3023807500254065,-90.00063148733548,0.0,0.82615
,Mixed / non conventional,7,9,36,38,2432809.25,0.3,0.0,-41.13,-71.076,0.557,-127.60502692998202,,,-19063.969620146378,2432658.3567711376,439,0.01884943990359658,2.4281680907648706,-128.81911097536445,0.0,-0.57564
,Mixed / non conventional,7,9,38,40,1921347.38,0.29,0.0,79.78,-45.928,0.557,-82.45601436265707,,,-23300.40731351191,1921258.720098698,440,-0.022903225743253704,-1.867127094172318,-81.52245081557092,0.0,-0.41897
,Mixed / non conventional,7,9,40,42,-7972185.0,0.08,0.0,-49.63,164.618,0.581,283.3356282271945,,,-28121.181240446072,-7967732.553252584,441,0.021111049892561348,6.045324153757861,286.3582903040734,0.0,-0.62427
,Mixed / non conventional,7,9,42,44,2669704.25,0.09,0.0,-11.72,-46.188,0.581,-79.4974182444062,,,-33563.99051278921,2668250.591746486,442,0.018230913290762565,1.4626431995261981,-80.2287398441693,0.0,-0.6366
,Mixed / non conventional,7,9,44,46,3700057.75,0.45,0.0,-194.68,-66.148,0.709,-93.29760225669958,,,-39666.53424238932,3700792.534648193,443,0.013925586012599736,1.308333439920375,-93.95176897665976,0.0,-0.41494
,Mixed / non conventional,7,9,46,48,3082944.25,0.44,0.0,55.58,-47.05,0.709,-66.36107193229901,,,-46466.51154108182,3083567.5148207326,444,-0.01241805581042333,-0.8189903608899414,-65.95157675185405,0.0,-0.76241
